"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10299","Test checkout flow for ebay with query 'shoes'","tests","2026-09-12","broken","2026-09-12","","test_ecommerce","",""
