"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","59369","Test checkout flow for ebay with query 'shoes'","tests","2026-06-18","passed","2026-06-18","","test_ecommerce","",""
