"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","106050","Test checkout flow for ebay with query 'shoes'","tests","Sun May 17 00:17:32 UTC 2026","broken","Sun May 17 00:19:18 UTC 2026","","test_ecommerce","",""
