"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10214","Test checkout flow for ebay with query 'shoes'","tests","2026-08-18","broken","2026-08-18","","test_ecommerce","",""
